City_ID,City,Latitude,Longitude,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
138,vilyuysk,63.7553,121.6247,-35.65,98,88,2.88,RU,"{'coord': {'lon': 121.6247, 'lat': 63.7553}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': -35.65, 'feels_like': -42.65, 'temp_min': -35.65, 'temp_max': -35.65, 'pressure': 1039, 'humidity': 98, 'sea_level': 1039, 'grnd_level': 1023}, 'visibility': 10000, 'wind': {'speed': 2.88, 'deg': 239, 'gust': 7.36}, 'clouds': {'all': 88}, 'dt': 1738521321, 'sys': {'country': 'RU', 'sunrise': 1738542362, 'sunset': 1738568910}, 'timezone': 32400, 'id': 2013392, 'name': 'Vilyuysk', 'cod': 200}"
139,st. john's,47.5649,-52.7093,-6.68,69,75,11.32,CA,"{'coord': {'lon': -52.7093, 'lat': 47.5649}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': -7.16, 'feels_like': -14.16, 'temp_min': -7.69, 'temp_max': -6.68, 'pressure': 1019, 'humidity': 69, 'sea_level': 1019, 'grnd_level': 1014}, 'visibility': 10000, 'wind': {'speed': 11.32, 'deg': 290, 'gust': 15.95}, 'clouds': {'all': 75}, 'dt': 1738521322, 'sys': {'type': 1, 'id': 998, 'country': 'CA', 'sunrise': 1738493750, 'sunset': 1738528395}, 'timezone': -12600, 'id': 6324733, 'name': ""St. John's"", 'cod': 200}"
140,afaahiti,-17.75,-149.2833,26.39,76,16,5.57,PF,"{'coord': {'lon': -149.2833, 'lat': -17.75}, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}], 'base': 'stations', 'main': {'temp': 26.39, 'feels_like': 26.39, 'temp_min': 26.39, 'temp_max': 26.39, 'pressure': 1014, 'humidity': 76, 'sea_level': 1014, 'grnd_level': 995}, 'visibility': 10000, 'wind': {'speed': 5.57, 'deg': 52, 'gust': 5.62}, 'clouds': {'all': 16}, 'dt': 1738521323, 'sys': {'country': 'PF', 'sunrise': 1738511115, 'sunset': 1738557389}, 'timezone': -36000, 'id': 4034745, 'name': 'Afaahiti', 'cod': 200}"
141,pointe-noire,-4.7761,11.8635,27.08,79,67,2.58,CG,"{'coord': {'lon': 11.8635, 'lat': -4.7761}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 27.08, 'feels_like': 29.82, 'temp_min': 27.08, 'temp_max': 27.08, 'pressure': 1008, 'humidity': 79, 'sea_level': 1008, 'grnd_level': 1007}, 'visibility': 10000, 'wind': {'speed': 2.58, 'deg': 225, 'gust': 3.71}, 'clouds': {'all': 67}, 'dt': 1738521324, 'sys': {'country': 'CG', 'sunrise': 1738473418, 'sunset': 1738517729}, 'timezone': 3600, 'id': 2255414, 'name': 'Pointe-Noire', 'cod': 200}"
142,dudinka,69.4058,86.1778,-36.69,100,25,0.13,RU,"{'coord': {'lon': 86.1778, 'lat': 69.4058}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}], 'base': 'stations', 'main': {'temp': -36.69, 'feels_like': -36.69, 'temp_min': -36.69, 'temp_max': -36.69, 'pressure': 1050, 'humidity': 100, 'sea_level': 1050, 'grnd_level': 1045}, 'visibility': 10000, 'wind': {'speed': 0.13, 'deg': 334, 'gust': 0.15}, 'clouds': {'all': 25}, 'dt': 1738521326, 'sys': {'country': 'RU', 'sunrise': 1738554147, 'sunset': 1738574141}, 'timezone': 25200, 'id': 1507116, 'name': 'Dudinka', 'cod': 200}"
143,hovd,48.0056,91.6419,-19.49,89,100,0.38,MN,"{'coord': {'lon': 91.6419, 'lat': 48.0056}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': -19.49, 'feels_like': -19.49, 'temp_min': -19.49, 'temp_max': -19.49, 'pressure': 1047, 'humidity': 89, 'sea_level': 1047, 'grnd_level': 853}, 'visibility': 10000, 'wind': {'speed': 0.38, 'deg': 278, 'gust': 0.49}, 'clouds': {'all': 100}, 'dt': 1738521327, 'sys': {'country': 'MN', 'sunrise': 1738545528, 'sunset': 1738580137}, 'timezone': 25200, 'id': 1516048, 'name': 'Khovd', 'cod': 200}"
144,zakamensk,50.3741,103.2863,-25.35,96,15,1.61,RU,"{'coord': {'lon': 103.2863, 'lat': 50.3741}, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}], 'base': 'stations', 'main': {'temp': -25.35, 'feels_like': -30.98, 'temp_min': -25.35, 'temp_max': -25.35, 'pressure': 1049, 'humidity': 96, 'sea_level': 1049, 'grnd_level': 866}, 'visibility': 10000, 'wind': {'speed': 1.61, 'deg': 245, 'gust': 1.25}, 'clouds': {'all': 15}, 'dt': 1738521328, 'sys': {'country': 'RU', 'sunrise': 1738543138, 'sunset': 1738576937}, 'timezone': 28800, 'id': 2012728, 'name': 'Zakamensk', 'cod': 200}"
145,bredasdorp,-34.5322,20.0403,19.07,73,2,4.38,ZA,"{'coord': {'lon': 20.0403, 'lat': -34.5322}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 19.07, 'feels_like': 18.94, 'temp_min': 19.07, 'temp_max': 19.07, 'pressure': 1016, 'humidity': 73, 'sea_level': 1016, 'grnd_level': 1007}, 'visibility': 10000, 'wind': {'speed': 4.38, 'deg': 256, 'gust': 8.77}, 'clouds': {'all': 2}, 'dt': 1738521329, 'sys': {'country': 'ZA', 'sunrise': 1738468879, 'sunset': 1738518343}, 'timezone': 7200, 'id': 1015776, 'name': 'Bredasdorp', 'cod': 200}"
146,avarua,-21.2078,-159.775,28.03,78,25,4.63,CK,"{'coord': {'lon': -159.775, 'lat': -21.2078}, 'weather': [{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}], 'base': 'stations', 'main': {'temp': 28.03, 'feels_like': 31.87, 'temp_min': 28.03, 'temp_max': 28.03, 'pressure': 1013, 'humidity': 78, 'sea_level': 1013, 'grnd_level': 1012}, 'visibility': 10000, 'wind': {'speed': 4.63, 'deg': 70}, 'rain': {'1h': 0.2}, 'clouds': {'all': 25}, 'dt': 1738521330, 'sys': {'type': 1, 'id': 7271, 'country': 'CK', 'sunrise': 1738513348, 'sunset': 1738560192}, 'timezone': -36000, 'id': 4035715, 'name': 'Avarua', 'cod': 200}"
147,tsiombe,-25.3,45.4833,23.24,77,5,4.43,MG,"{'coord': {'lon': 45.4833, 'lat': -25.3}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 23.24, 'feels_like': 23.63, 'temp_min': 23.24, 'temp_max': 23.24, 'pressure': 1012, 'humidity': 77, 'sea_level': 1012, 'grnd_level': 1005}, 'visibility': 10000, 'wind': {'speed': 4.43, 'deg': 122, 'gust': 9.33}, 'clouds': {'all': 5}, 'dt': 1738521333, 'sys': {'country': 'MG', 'sunrise': 1738463702, 'sunset': 1738511305}, 'timezone': 10800, 'id': 1054500, 'name': 'Tsiombe', 'cod': 200}"
148,ataq,14.5377,46.8319,18.45,40,96,1.94,YE,"{'coord': {'lon': 46.8319, 'lat': 14.5377}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 18.45, 'feels_like': 17.4, 'temp_min': 18.45, 'temp_max': 18.45, 'pressure': 1018, 'humidity': 40, 'sea_level': 1018, 'grnd_level': 879}, 'visibility': 10000, 'wind': {'speed': 1.94, 'deg': 94, 'gust': 1.96}, 'clouds': {'all': 96}, 'dt': 1738521335, 'sys': {'country': 'YE', 'sunrise': 1738466442, 'sunset': 1738507918}, 'timezone': 10800, 'id': 77726, 'name': 'Ataq', 'cod': 200}"
149,tocopilla,-22.092,-70.1979,22.86,76,5,2.8,CL,"{'coord': {'lon': -70.1979, 'lat': -22.092}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'base': 'stations', 'main': {'temp': 22.86, 'feels_like': 23.19, 'temp_min': 22.86, 'temp_max': 22.86, 'pressure': 1012, 'humidity': 76, 'sea_level': 1012, 'grnd_level': 951}, 'wind': {'speed': 2.8, 'deg': 228, 'gust': 2.93}, 'clouds': {'all': 5}, 'dt': 1738521336, 'sys': {'country': 'CL', 'sunrise': 1738491765, 'sunset': 1738538775}, 'timezone': -10800, 'id': 3869716, 'name': 'Tocopilla', 'cod': 200}"
150,alexandroupoli,40.8475,25.8744,7.9,87,20,0.0,GR,"{'coord': {'lon': 25.8744, 'lat': 40.8475}, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}], 'base': 'stations', 'main': {'temp': 7.9, 'feels_like': 7.9, 'temp_min': 7.9, 'temp_max': 7.9, 'pressure': 1023, 'humidity': 87, 'sea_level': 1023, 'grnd_level': 1013}, 'visibility': 10000, 'wind': {'speed': 0, 'deg': 0}, 'clouds': {'all': 20}, 'dt': 1738521337, 'sys': {'type': 1, 'id': 6610, 'country': 'GR', 'sunrise': 1738473953, 'sunset': 1738510468}, 'timezone': 7200, 'id': 736928, 'name': 'Alexandroupoli', 'cod': 200}"
151,necochea,-38.5473,-58.7368,37.8,22,49,6.59,AR,"{'coord': {'lon': -58.7368, 'lat': -38.5473}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}], 'base': 'stations', 'main': {'temp': 37.8, 'feels_like': 36.85, 'temp_min': 37.8, 'temp_max': 37.8, 'pressure': 999, 'humidity': 22, 'sea_level': 999, 'grnd_level': 997}, 'visibility': 10000, 'wind': {'speed': 6.59, 'deg': 325, 'gust': 10.8}, 'clouds': {'all': 49}, 'dt': 1738521338, 'sys': {'country': 'AR', 'sunrise': 1738487323, 'sunset': 1738537715}, 'timezone': -10800, 'id': 3430443, 'name': 'Necochea', 'cod': 200}"
152,codrington,-38.2667,141.9667,20.69,74,100,3.09,AU,"{'coord': {'lon': 141.9667, 'lat': -38.2667}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 20.69, 'feels_like': 20.75, 'temp_min': 20.69, 'temp_max': 20.69, 'pressure': 1009, 'humidity': 74, 'sea_level': 1009, 'grnd_level': 1007}, 'visibility': 10000, 'wind': {'speed': 3.09, 'deg': 200, 'gust': 2.74}, 'clouds': {'all': 100}, 'dt': 1738521339, 'sys': {'country': 'AU', 'sunrise': 1738525620, 'sunset': 1738575887}, 'timezone': 39600, 'id': 2171099, 'name': 'Codrington', 'cod': 200}"
153,puerto baquerizo moreno,-0.9,-89.6,30.55,58,20,5.66,EC,"{'coord': {'lon': -89.6, 'lat': -0.9}, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}], 'base': 'stations', 'main': {'temp': 30.55, 'feels_like': 33.47, 'temp_min': 30.55, 'temp_max': 30.55, 'pressure': 1009, 'humidity': 58, 'sea_level': 1009, 'grnd_level': 999}, 'visibility': 10000, 'wind': {'speed': 5.66, 'deg': 150}, 'clouds': {'all': 20}, 'dt': 1738521340, 'sys': {'type': 1, 'id': 8546, 'country': 'EC', 'sunrise': 1738498054, 'sunset': 1738541800}, 'timezone': -21600, 'id': 3652758, 'name': 'Puerto Baquerizo Moreno', 'cod': 200}"
154,hamilton,39.1834,-84.5333,11.47,76,0,4.12,US,"{'coord': {'lon': -84.5333, 'lat': 39.1834}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'base': 'stations', 'main': {'temp': 10.43, 'feels_like': 9.51, 'temp_min': 9.35, 'temp_max': 11.47, 'pressure': 1017, 'humidity': 76, 'sea_level': 1017, 'grnd_level': 991}, 'visibility': 10000, 'wind': {'speed': 4.12, 'deg': 220}, 'clouds': {'all': 0}, 'dt': 1738521263, 'sys': {'type': 2, 'id': 2085827, 'country': 'US', 'sunrise': 1738500230, 'sunset': 1738537192}, 'timezone': -18000, 'id': 4513583, 'name': 'Hamilton', 'cod': 200}"
155,oued el abtal,35.456,0.6878,8.08,81,0,1.27,DZ,"{'coord': {'lon': 0.6878, 'lat': 35.456}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 8.08, 'feels_like': 8.08, 'temp_min': 8.08, 'temp_max': 8.08, 'pressure': 1022, 'humidity': 81, 'sea_level': 1022, 'grnd_level': 967}, 'visibility': 10000, 'wind': {'speed': 1.27, 'deg': 355, 'gust': 1.24}, 'clouds': {'all': 0}, 'dt': 1738521342, 'sys': {'country': 'DZ', 'sunrise': 1738479367, 'sunset': 1738517145}, 'timezone': 3600, 'id': 2485636, 'name': 'Oued el Abtal', 'cod': 200}"
156,polyarnyy,69.1989,33.4478,-13.2,99,100,1.7,RU,"{'coord': {'lon': 33.4478, 'lat': 69.1989}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': -13.2, 'feels_like': -17.25, 'temp_min': -13.2, 'temp_max': -13.2, 'pressure': 1040, 'humidity': 99, 'sea_level': 1040, 'grnd_level': 1031}, 'visibility': 5290, 'wind': {'speed': 1.7, 'deg': 183, 'gust': 1.53}, 'clouds': {'all': 100}, 'dt': 1738521343, 'sys': {'country': 'RU', 'sunrise': 1738480484, 'sunset': 1738500301}, 'timezone': 10800, 'id': 506763, 'name': 'Polyarny', 'cod': 200}"
157,kapa'a,22.0752,-159.319,20.82,82,20,2.57,US,"{'coord': {'lon': -159.319, 'lat': 22.0752}, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}], 'base': 'stations', 'main': {'temp': 20.5, 'feels_like': 20.75, 'temp_min': 18.99, 'temp_max': 20.82, 'pressure': 1018, 'humidity': 82, 'sea_level': 1018, 'grnd_level': 1018}, 'visibility': 10000, 'wind': {'speed': 2.57, 'deg': 320}, 'clouds': {'all': 20}, 'dt': 1738521344, 'sys': {'type': 2, 'id': 2039329, 'country': 'US', 'sunrise': 1738516505, 'sunset': 1738556817}, 'timezone': -36000, 'id': 5848280, 'name': 'Kapaa', 'cod': 200}"
158,springbok,-29.6643,17.8865,18.64,45,0,2.55,ZA,"{'coord': {'lon': 17.8865, 'lat': -29.6643}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 18.64, 'feels_like': 17.73, 'temp_min': 18.64, 'temp_max': 18.64, 'pressure': 1013, 'humidity': 45, 'sea_level': 1013, 'grnd_level': 911}, 'visibility': 10000, 'wind': {'speed': 2.55, 'deg': 197, 'gust': 3.28}, 'clouds': {'all': 0}, 'dt': 1738521346, 'sys': {'country': 'ZA', 'sunrise': 1738469912, 'sunset': 1738518344}, 'timezone': 7200, 'id': 3361142, 'name': 'Springbok', 'cod': 200}"
159,tadine,-21.55,167.8833,22.82,93,100,11.51,NC,"{'coord': {'lon': 167.8833, 'lat': -21.55}, 'weather': [{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}], 'base': 'stations', 'main': {'temp': 22.82, 'feels_like': 23.59, 'temp_min': 22.82, 'temp_max': 22.82, 'pressure': 1003, 'humidity': 93, 'sea_level': 1003, 'grnd_level': 999}, 'visibility': 2032, 'wind': {'speed': 11.51, 'deg': 104, 'gust': 17.06}, 'rain': {'1h': 2.73}, 'clouds': {'all': 100}, 'dt': 1738521348, 'sys': {'country': 'NC', 'sunrise': 1738521085, 'sunset': 1738567981}, 'timezone': 39600, 'id': 2138285, 'name': 'Tadine', 'cod': 200}"
160,port saint john's,-31.6229,29.5448,24.15,92,72,2.22,ZA,"{'coord': {'lon': 29.5448, 'lat': -31.6229}, 'weather': [{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}], 'base': 'stations', 'main': {'temp': 24.15, 'feels_like': 25.02, 'temp_min': 24.15, 'temp_max': 24.15, 'pressure': 1013, 'humidity': 92, 'sea_level': 1013, 'grnd_level': 1012}, 'visibility': 10000, 'wind': {'speed': 2.22, 'deg': 242, 'gust': 2.94}, 'rain': {'1h': 0.59}, 'clouds': {'all': 72}, 'dt': 1738521349, 'sys': {'country': 'ZA', 'sunrise': 1738466912, 'sunset': 1738515747}, 'timezone': 7200, 'id': 964408, 'name': ""Port Saint John's"", 'cod': 200}"
161,mandiana,10.6333,-8.6833,25.0,17,97,2.32,GN,"{'coord': {'lon': -8.6833, 'lat': 10.6333}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 25, 'feels_like': 24, 'temp_min': 25, 'temp_max': 25, 'pressure': 1011, 'humidity': 17, 'sea_level': 1011, 'grnd_level': 970}, 'visibility': 10000, 'wind': {'speed': 2.32, 'deg': 42, 'gust': 3.32}, 'clouds': {'all': 97}, 'dt': 1738521350, 'sys': {'country': 'GN', 'sunrise': 1738479471, 'sunset': 1738521540}, 'timezone': 0, 'id': 2417795, 'name': 'Mandiana', 'cod': 200}"
162,chibougamau,49.9168,-74.3659,-18.21,78,75,3.09,CA,"{'coord': {'lon': -74.3659, 'lat': 49.9168}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': -18.21, 'feels_like': -25.21, 'temp_min': -18.21, 'temp_max': -18.21, 'pressure': 1028, 'humidity': 78, 'sea_level': 1028, 'grnd_level': 977}, 'visibility': 10000, 'wind': {'speed': 3.09, 'deg': 140}, 'clouds': {'all': 75}, 'dt': 1738521351, 'sys': {'type': 1, 'id': 859, 'country': 'CA', 'sunrise': 1738499338, 'sunset': 1738533203}, 'timezone': -18000, 'id': 5921147, 'name': 'Chibougamau', 'cod': 200}"
163,pechora,65.1472,57.2244,-20.92,99,67,1.37,RU,"{'coord': {'lon': 57.2244, 'lat': 65.1472}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': -20.92, 'feels_like': -25.24, 'temp_min': -20.92, 'temp_max': -20.92, 'pressure': 1036, 'humidity': 99, 'sea_level': 1036, 'grnd_level': 1025}, 'visibility': 10000, 'wind': {'speed': 1.37, 'deg': 47, 'gust': 1.71}, 'clouds': {'all': 67}, 'dt': 1738521353, 'sys': {'country': 'RU', 'sunrise': 1738472212, 'sunset': 1738497159}, 'timezone': 10800, 'id': 511794, 'name': 'Pechora', 'cod': 200}"
164,noosa heads,-26.3833,153.15,25.21,79,100,8.1,AU,"{'coord': {'lon': 153.15, 'lat': -26.3833}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 25.21, 'feels_like': 25.85, 'temp_min': 25.21, 'temp_max': 25.21, 'pressure': 1012, 'humidity': 79, 'sea_level': 1012, 'grnd_level': 1010}, 'visibility': 10000, 'wind': {'speed': 8.1, 'deg': 104, 'gust': 10.4}, 'clouds': {'all': 100}, 'dt': 1738521354, 'sys': {'country': 'AU', 'sunrise': 1738524195, 'sunset': 1738571944}, 'timezone': 36000, 'id': 2155135, 'name': 'Noosa', 'cod': 200}"
165,fortuna,40.5982,-124.1573,8.53,97,20,0.0,US,"{'coord': {'lon': -124.1573, 'lat': 40.5982}, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}], 'base': 'stations', 'main': {'temp': 7.93, 'feels_like': 7.93, 'temp_min': 7.51, 'temp_max': 8.53, 'pressure': 1016, 'humidity': 97, 'sea_level': 1016, 'grnd_level': 995}, 'visibility': 8047, 'wind': {'speed': 0, 'deg': 0}, 'clouds': {'all': 20}, 'dt': 1738521355, 'sys': {'type': 2, 'id': 2008778, 'country': 'US', 'sunrise': 1738509905, 'sunset': 1738546538}, 'timezone': -28800, 'id': 5563839, 'name': 'Fortuna', 'cod': 200}"
166,flying fish cove,-10.4217,105.6791,25.82,94,100,5.66,CX,"{'coord': {'lon': 105.6791, 'lat': -10.4217}, 'weather': [{'id': 520, 'main': 'Rain', 'description': 'light intensity shower rain', 'icon': '09n'}], 'base': 'stations', 'main': {'temp': 25.82, 'feels_like': 26.91, 'temp_min': 25.82, 'temp_max': 25.82, 'pressure': 1004, 'humidity': 94, 'sea_level': 1004, 'grnd_level': 1004}, 'visibility': 5000, 'wind': {'speed': 5.66, 'deg': 350, 'gust': 11.83}, 'rain': {'1h': 2.73}, 'clouds': {'all': 100}, 'dt': 1738521356, 'sys': {'type': 1, 'id': 9592, 'country': 'CX', 'sunrise': 1738536899, 'sunset': 1738582027}, 'timezone': 25200, 'id': 2078127, 'name': 'Flying Fish Cove', 'cod': 200}"
167,karatuzskoye,53.6072,92.8667,-12.88,97,100,0.84,RU,"{'coord': {'lon': 92.8667, 'lat': 53.6072}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': -12.88, 'feels_like': -12.88, 'temp_min': -12.88, 'temp_max': -12.88, 'pressure': 1041, 'humidity': 97, 'sea_level': 1041, 'grnd_level': 1000}, 'visibility': 1088, 'wind': {'speed': 0.84, 'deg': 331, 'gust': 0.89}, 'clouds': {'all': 100}, 'dt': 1738521357, 'sys': {'country': 'RU', 'sunrise': 1738546261, 'sunset': 1738578816}, 'timezone': 25200, 'id': 1504442, 'name': 'Karatuzskoye', 'cod': 200}"
168,isafjordur,66.0755,-23.124,-4.64,84,81,3.68,IS,"{'coord': {'lon': -23.124, 'lat': 66.0755}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': -4.64, 'feels_like': -9.72, 'temp_min': -4.64, 'temp_max': -4.64, 'pressure': 986, 'humidity': 84, 'sea_level': 986, 'grnd_level': 955}, 'visibility': 10000, 'wind': {'speed': 3.68, 'deg': 153, 'gust': 3.42}, 'clouds': {'all': 81}, 'dt': 1738521359, 'sys': {'country': 'IS', 'sunrise': 1738491933, 'sunset': 1738516009}, 'timezone': 0, 'id': 3415667, 'name': 'Isafjordur', 'cod': 200}"
169,altai,46.3722,96.2583,-19.53,74,100,0.19,MN,"{'coord': {'lon': 96.2583, 'lat': 46.3722}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': -19.53, 'feels_like': -19.53, 'temp_min': -19.53, 'temp_max': -19.53, 'pressure': 1041, 'humidity': 74, 'sea_level': 1041, 'grnd_level': 766}, 'visibility': 10000, 'wind': {'speed': 0.19, 'deg': 84, 'gust': 1.35}, 'clouds': {'all': 100}, 'dt': 1738521360, 'sys': {'country': 'MN', 'sunrise': 1738544167, 'sunset': 1738579282}, 'timezone': 25200, 'id': 1516393, 'name': 'Altai', 'cod': 200}"
170,likiep,9.8251,169.3107,26.45,75,67,11.01,MH,"{'coord': {'lon': 169.3107, 'lat': 9.8251}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 26.45, 'feels_like': 26.45, 'temp_min': 26.45, 'temp_max': 26.45, 'pressure': 1009, 'humidity': 75, 'sea_level': 1009, 'grnd_level': 1009}, 'visibility': 10000, 'wind': {'speed': 11.01, 'deg': 77, 'gust': 12.15}, 'clouds': {'all': 67}, 'dt': 1738521361, 'sys': {'country': 'MH', 'sunrise': 1738523090, 'sunset': 1738565291}, 'timezone': 43200, 'id': 2080115, 'name': 'Likiep', 'cod': 200}"
171,al kharj,24.155,47.3346,13.32,28,0,4.0,SA,"{'coord': {'lon': 47.3346, 'lat': 24.155}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 13.32, 'feels_like': 11.44, 'temp_min': 13.32, 'temp_max': 13.32, 'pressure': 1023, 'humidity': 28, 'sea_level': 1023, 'grnd_level': 970}, 'visibility': 10000, 'wind': {'speed': 4, 'deg': 21, 'gust': 4.29}, 'clouds': {'all': 0}, 'dt': 1738521362, 'sys': {'type': 1, 'id': 7422, 'country': 'SA', 'sunrise': 1738467097, 'sunset': 1738507022}, 'timezone': 10800, 'id': 109353, 'name': 'Al Kharj', 'cod': 200}"
172,bafoulabe,13.8065,-10.8321,25.92,8,0,2.86,ML,"{'coord': {'lon': -10.8321, 'lat': 13.8065}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'base': 'stations', 'main': {'temp': 25.92, 'feels_like': 24.78, 'temp_min': 25.92, 'temp_max': 25.92, 'pressure': 1011, 'humidity': 8, 'sea_level': 1011, 'grnd_level': 996}, 'visibility': 10000, 'wind': {'speed': 2.86, 'deg': 66, 'gust': 2.99}, 'clouds': {'all': 0}, 'dt': 1738521363, 'sys': {'country': 'ML', 'sunrise': 1738480224, 'sunset': 1738521818}, 'timezone': 0, 'id': 2460755, 'name': 'Bafoulabé', 'cod': 200}"
173,gamay,12.3854,125.2979,23.04,94,100,1.29,PH,"{'coord': {'lon': 125.2979, 'lat': 12.3854}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 23.04, 'feels_like': 23.85, 'temp_min': 23.04, 'temp_max': 23.04, 'pressure': 1010, 'humidity': 94, 'sea_level': 1010, 'grnd_level': 1000}, 'visibility': 10000, 'wind': {'speed': 1.29, 'deg': 119, 'gust': 2.3}, 'clouds': {'all': 100}, 'dt': 1738521364, 'sys': {'country': 'PH', 'sunrise': 1738533840, 'sunset': 1738575669}, 'timezone': 28800, 'id': 1713309, 'name': 'Gamay', 'cod': 200}"
174,santa terezinha,-29.9002,-50.0904,26.47,79,1,5.81,BR,"{'coord': {'lon': -50.0904, 'lat': -29.9002}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'base': 'stations', 'main': {'temp': 26.47, 'feels_like': 26.47, 'temp_min': 26.47, 'temp_max': 26.47, 'pressure': 1008, 'humidity': 79, 'sea_level': 1008, 'grnd_level': 1006}, 'visibility': 10000, 'wind': {'speed': 5.81, 'deg': 69, 'gust': 6.74}, 'clouds': {'all': 1}, 'dt': 1738521365, 'sys': {'country': 'BR', 'sunrise': 1738486213, 'sunset': 1738534675}, 'timezone': -10800, 'id': 3467362, 'name': 'Santa Terezinha', 'cod': 200}"
175,sitka,57.0531,-135.33,-1.06,29,0,3.09,US,"{'coord': {'lon': -135.33, 'lat': 57.0531}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'base': 'stations', 'main': {'temp': -1.06, 'feels_like': -4.86, 'temp_min': -1.06, 'temp_max': -1.06, 'pressure': 1025, 'humidity': 29, 'sea_level': 1025, 'grnd_level': 1024}, 'visibility': 10000, 'wind': {'speed': 3.09, 'deg': 0, 'gust': 8.23}, 'clouds': {'all': 0}, 'dt': 1738521194, 'sys': {'type': 1, 'id': 7795, 'country': 'US', 'sunrise': 1738515470, 'sunset': 1738546335}, 'timezone': -32400, 'id': 5557293, 'name': 'Sitka', 'cod': 200}"
